review_text,sentiment
Booking was fantastic —the e?bike rode great on the botanical garden path!,positive
Loved the folding bike for 45 minutes; staff (Dakota) was super helpful.,positive
The reservation didn’t sync and support (Taylor) wasn’t helpful…,negative
Rental was basic; got a gravel bike for 90 minutes.,neutral
Booking was super convenient —the folding bike rode great on the botanical garden path  in overcast weather!,positive
Booking was seamless on the botanical garden path.,positive
The website timed out and support (Sam) wasn’t helpful!,negative
"Clear pricing, easy app, and comfy seat —even on the downtown loop!!",positive
Store opened late on Sunday; wasted time waiting around!,negative
Bike felt poorly maintained: badly adjusted seat; cut our ride short!,negative
Check?in took almost an hour and the mountain bike had loose pedal.,negative
Rental was straightforward; got a cargo bike for half a day.,neutral
Really enjoyed the cargo bike for most of the day; staff (Jamie) was super helpful!,positive
The reservation didn’t sync and support (Finley) wasn’t helpful.,negative
Really enjoyed the cargo bike for 2 hours; team (Hayden) was super helpful.,positive
Rental was predictable; got a tandem bike for three hours.,neutral
Check?in took almost an hour and the folding bike had badly adjusted seat!,negative
Picked up on early morning and everything was ready  with a phone mount. Great value and friendly service!,positive
Really enjoyed the hybrid bike for 45 minutes; staff (Emerson) was super helpful!!,positive
Loved the gravel bike for half a day; staff (Avery) was super helpful.,positive
Picked up near the old town; bikes matched the listing.,neutral
Rental was straightforward; got a kids' bike for 45 minutes.,neutral
Check?in took 15 minutes and the road bike had loose pedal…,negative
Picked up on Friday night and everything was ready  with a phone mount. Great value and friendly service!,positive
Rental was ordinary; got a mountain bike for all morning.,neutral
Rental was standard; got a cargo bike for 30 minutes.,neutral
Rental was basic; got a cargo bike for the afternoon.,neutral
Booking was stress?free —the hybrid bike rode great on the lakeside path!,positive
Rental was straightforward; got a folding bike for half a day.,neutral
Helmet and rear rack included; small details made a big difference!!,positive
Rental was average; got a cargo bike for 30 minutes.,neutral
Rental was typical; got a road bike for all morning.,neutral
Booking was easy —the gravel bike rode great on the university district  in hot weather.,positive
Loved the road bike for most of the day; team (Emerson) was super helpful!,positive
Rental was fine; got a e?bike for most of the day.,neutral
Booking was stress?free —the cargo bike rode great on the river trail  in overcast weather!!,positive
Check?in took half an hour and the cargo bike had wobbly wheel.,negative
Loved the kids' bike for most of the day; team (Parker) was super helpful.,positive
Rental was straightforward; got a city cruiser for 90 minutes.,neutral
Rental was typical; got a city cruiser for 90 minutes.,neutral
Bike quality was excellent and check?in took about 20 minutes (heads?up).,positive
Really enjoyed the mountain bike for all morning; staff (Casey) was super helpful!!,positive
Rental was ordinary; got a tandem bike for 30 minutes.,neutral
Booking was quick —the road bike rode great on the downtown loop  in sunny weather!,positive
The reservation didn’t sync and support (Charlie) wasn’t helpful…,negative
Booking was easy —the hybrid bike rode great on the canal path  in breezy weather!!,positive
Check?in took 10 minutes and the tandem bike had badly adjusted seat!,negative
Really enjoyed the e?bike for three hours; staff (Emerson) was super helpful!,positive
Booking was quick —the cargo bike rode great on the botanical garden path  in cloudy weather.,positive
Maps were outdated and sent us off route near the river trail…,negative
Rental was average; got a cargo bike for 2 hours.,neutral
Picked up on Thursday at lunch and everything was ready  with a phone mount. Great value and friendly service.,positive
Picked up on Tuesday afternoon and everything was ready. Great value and friendly service.,positive
Bike quality was excellent and check?in took about 5 minutes (heads?up).,positive
Rental was standard; got a city cruiser for most of the day.,neutral
Rental was average; got a kids' bike for most of the day.,neutral
Rental was average; got a gravel bike for all morning.,neutral
Rental was plain; got a city cruiser for three hours.,neutral
Check?in took 10 minutes and the mountain bike had wobbly wheel…,negative
Check?in took 20 minutes and the mountain bike had misaligned handlebars…,negative
Hidden fees at pickup; felt frustrating overall!,negative
The payment screen froze and support (Taylor) wasn’t helpful.,negative
Check?in took 10 minutes and the folding bike had wobbly wheel…,negative
Helmet and child seat included; small details made a big difference.,positive
Rental was basic; got a hybrid bike for the afternoon.,neutral
Rental was fine; got a road bike for half a day.,neutral
Rental was basic; got a gravel bike for 30 minutes.,neutral
Booking was top?notch on the boardwalk.,positive
Rental was basic; got a cargo bike for an hour.,neutral
Rental was straightforward; got a city cruiser for 2 hours.,neutral
Rental was adequate; got a cargo bike for 90 minutes.,neutral
Check?in took 10 minutes and the hybrid bike had flat tire.,negative
Loved the e?bike for the afternoon; staff (Elliot) was super helpful!!,positive
Rental was ordinary; got a folding bike for half a day.,neutral
Check?in took 15 minutes and the hybrid bike had misaligned handlebars!,negative
Rental was adequate; got a cargo bike for most of the day.,neutral
Rental was basic; got a kids' bike for most of the day.,neutral
Rental was average; got a city cruiser for 2 hours.,neutral
Rental was adequate; got a kids' bike for half a day.,neutral
Really enjoyed the gravel bike for the afternoon; staff (Sage) was super helpful!!,positive
Check?in took almost an hour and the mountain bike had sticky shifter.,negative
Booking was fantastic —the gravel bike rode great on the downtown loop  in overcast weather.,positive
"Clear pricing, easy app, and comfy seat —even on the boardwalk.",positive
Picked up on Monday morning and everything was ready  with a helmet. Great value and friendly service!!,positive
Rental was straightforward; got a gravel bike for 45 minutes.,neutral
Picked up on Wednesday evening and everything was ready. Great value and friendly service!!,positive
The kiosk was down and support (Emerson) wasn’t helpful…,negative
Loved the tandem bike for an hour; team (Morgan) was super helpful!!,positive
Rental was plain; got a tandem bike for 2 hours.,neutral
Rental was predictable; got a folding bike for 45 minutes.,neutral
Rental was ordinary; got a hybrid bike for half a day.,neutral
The payment screen froze and support (Charlie) wasn’t helpful…,negative
Rental was adequate; got a road bike for an hour.,neutral
Rental was basic; got a hybrid bike for 45 minutes.,neutral
Check?in took half an hour and the folding bike had sticky shifter.,negative
Rental was predictable; got a mountain bike for 45 minutes.,neutral
Really enjoyed the road bike for three hours; staff (Cameron) was super helpful!!,positive
Booking was super convenient —the tandem bike rode great on the river trail!,positive
Rental was adequate; got a cargo bike for 30 minutes.,neutral
Rental was standard; got a city cruiser for half a day.,neutral
Rental was ordinary; got a folding bike for 45 minutes.,neutral
Check?in took almost an hour and the city cruiser had wobbly wheel!,negative
Booking was stress?free —the folding bike rode great on the lakeside path  in cloudy weather.,positive
Rental was plain; got a kids' bike for three hours.,neutral
Loved the road bike for three hours; team (Morgan) was super helpful!,positive
Maps were outdated and sent us off route near the lakeside path…,negative
The QR code wouldn’t scan and support (Sydney) wasn’t helpful…,negative
Really enjoyed the cargo bike for an hour; staff (Taylor) was super helpful.,positive
The kiosk was down and support (Taylor) wasn’t helpful.,negative
Booking was fantastic —the mountain bike rode great on the river trail  in breezy weather.,positive
Rental was predictable; got a road bike for 45 minutes.,neutral
Rental was ordinary; got a e?bike for the afternoon.,neutral
Loved the e?bike for three hours; staff (Reese) was super helpful.,positive
Loved the mountain bike for an hour; staff (Casey) was super helpful!!,positive
The payment screen froze and support (Alex) wasn’t helpful!,negative
Rental was predictable; got a cargo bike for an hour.,neutral
Rental was adequate; got a hybrid bike for most of the day.,neutral
Rental was basic; got a cargo bike for half a day.,neutral
Unexpected charges at pickup; felt frustrating overall!,negative
Price was worth it for the condition and service!!,positive
Rental was ordinary; got a gravel bike for half a day.,neutral
Booking was excellent —the folding bike rode great on the lakeside path.,positive
Rental was straightforward; got a hybrid bike for 45 minutes.,neutral
Rental was straightforward; got a e?bike for 45 minutes.,neutral
Rental was ordinary; got a folding bike for 2 hours.,neutral
Check?in took 5 minutes and the folding bike had wobbly wheel…,negative
Check?in took almost an hour and the tandem bike had battery cutting out!,negative
Check?in took almost an hour and the tandem bike had badly adjusted seat…,negative
Loved the e?bike for 90 minutes; staff (Skyler) was super helpful.,positive
Booking was top?notch —the e?bike rode great on the downtown loop  in sunny weather!,positive
Booking was well organized on the lakeside path!,positive
"Clear pricing, easy app, and comfy seat —even on the boardwalk!",positive
Loved the hybrid bike for the afternoon; staff (Avery) was super helpful!,positive
Rental was typical; got a e?bike for three hours.,neutral
The payment screen froze and support (Emerson) wasn’t helpful!,negative
The website timed out and support (Parker) wasn’t helpful.,negative
Check?in took half an hour and the city cruiser had sticky shifter…,negative
Rental was straightforward; got a mountain bike for most of the day.,neutral
Rental was standard; got a kids' bike for three hours.,neutral
Helmet and lights included; small details made a big difference.,positive
The reservation didn’t sync and support (Sage) wasn’t helpful.,negative
The website timed out and support (Charlie) wasn’t helpful…,negative
Really enjoyed the city cruiser for an hour; team (Kendall) was super helpful.,positive
Check?in took 10 minutes and the gravel bike had battery cutting out!,negative
Rental was fine; got a folding bike for the afternoon.,neutral
Check?in took 15 minutes and the gravel bike had flat tire.,negative
Rental was fine; got a road bike for 30 minutes.,neutral
Loved the cargo bike for 2 hours; staff (Emerson) was super helpful.,positive
Check?in took 5 minutes and the mountain bike had loose pedal.,negative
Rental was basic; got a mountain bike for 30 minutes.,neutral
Rental was basic; got a cargo bike for 30 minutes.,neutral
The QR code wouldn’t scan and support (Jamie) wasn’t helpful.,negative
Check?in took 15 minutes and the kids' bike had misaligned handlebars.,negative
Check?in took 15 minutes and the cargo bike had loose pedal…,negative
Maps were outdated and sent us off route near the boardwalk…,negative
The payment screen froze and support (Parker) wasn’t helpful!,negative
Picked up on Tuesday afternoon and everything was ready. Great value and friendly service!,positive
Check?in took 20 minutes and the tandem bike had wobbly wheel…,negative
The reservation didn’t sync and support (Cameron) wasn’t helpful!,negative
Rental was standard; got a e?bike for an hour.,neutral
Really enjoyed the cargo bike for 30 minutes; team (Parker) was super helpful!,positive
Rental was typical; got a cargo bike for 2 hours.,neutral
"Clear pricing, easy app, and comfy seat —even on the greenway!",positive
Rental was ordinary; got a city cruiser for most of the day.,neutral
Booking was quick on the boardwalk  in hot weather.,positive
Returned the bikes early and they refunded the difference without me asking!,positive
Bike felt poorly maintained: wobbly wheel; cut our ride short…,negative
Rental was fine; got a cargo bike for most of the day.,neutral
Rental was straightforward; got a gravel bike for 90 minutes.,neutral
Bike quality was excellent and check?in took about 10 minutes (no fuss).,positive
The app kept crashing and support (Emerson) wasn’t helpful…,negative
Check?in took half an hour and the hybrid bike had soft brakes…,negative
Booking was smooth —the tandem bike rode great on the boardwalk  in breezy weather!!,positive
Reservation didn’t match what we received—requested a cargo bike but got something else.,negative
Booking was smooth on the botanical garden path  in sunny weather!,positive
The payment screen froze and support (Sydney) wasn’t helpful…,negative
Rental was fine; got a city cruiser for most of the day.,neutral
Rental was average; got a gravel bike for 90 minutes.,neutral
Helmet had a few scuffs but was usable.,neutral
Bike felt poorly maintained: battery cutting out; cut our ride short.,negative
Loved the gravel bike for 30 minutes; team (Blake) was super helpful.,positive
Check?in took half an hour and the road bike had slipping chain!,negative
Rental was ordinary; got a road bike for the afternoon.,neutral
Price felt budget?friendly and the ride was as expected.,neutral
Bike quality was excellent and check?in took about almost an hour (heads?up).,positive
Rental was ordinary; got a folding bike for most of the day.,neutral
Rental was fine; got a mountain bike for an hour.,neutral
Picked up on Saturday morning and everything was ready  with a phone mount. Great value and friendly service!!,positive
The kids' bike fit perfectly; sizing guidance was spot on.,positive
Rental was average; got a hybrid bike for 90 minutes.,neutral
Check?in took half an hour and the road bike had misaligned handlebars!,negative
Rental was basic; got a tandem bike for all morning.,neutral
Deposit took too long to release back to my card!,negative
Check?in took 5 minutes and the tandem bike had badly adjusted seat…,negative
Hidden fees at pickup; felt slow overall…,negative
The payment screen froze and support (Harper) wasn’t helpful!,negative
The website timed out and support (Rowan) wasn’t helpful.,negative
Maps were outdated and sent us off route near the downtown loop…,negative
Rental was average; got a folding bike for three hours.,neutral
Booking was super convenient —the hybrid bike rode great on the downtown loop!!,positive
Rental was typical; got a tandem bike for the afternoon.,neutral
The payment screen froze and support (Riley) wasn’t helpful.,negative
Check?in took around 10 minutes and then we were on our way.,neutral
Rental was straightforward; got a tandem bike for all morning.,neutral
Booking was excellent —the kids' bike rode great on the canal path!,positive
Picked up on Saturday morning and everything was ready. Great value and friendly service!,positive
Rental was predictable; got a city cruiser for half a day.,neutral
The website timed out and support (Sydney) wasn’t helpful!,negative
Unexpected charges at pickup; felt disappointing overall.,negative
Really enjoyed the cargo bike for all morning; staff (Finley) was super helpful!,positive
The QR code wouldn’t scan and support (Elliot) wasn’t helpful!,negative
Rental was straightforward; got a mountain bike for three hours.,neutral
Booking was easy on the botanical garden path.,positive
Rental was adequate; got a road bike for half a day.,neutral
Rental was plain; got a hybrid bike for three hours.,neutral
Rental was fine; got a gravel bike for the afternoon.,neutral
Picked up on Saturday morning and everything was ready  with a rear rack. Great value and friendly service.,positive
Loved the mountain bike for 90 minutes; team (Dakota) was super helpful!,positive
Rental was fine; got a kids' bike for half a day.,neutral
Rental was standard; got a city cruiser for 45 minutes.,neutral
Really enjoyed the mountain bike for 90 minutes; staff (Dakota) was super helpful.,positive
Booking was quick on the botanical garden path  in cloudy weather!,positive
Booking was quick on the downtown loop  in mild weather!!,positive
Helmet and mirror included; small details made a big difference.,positive
Rental was typical; got a hybrid bike for most of the day.,neutral
Check?in took half an hour and the gravel bike had badly adjusted seat…,negative
Booking was seamless —the folding bike rode great on the university district  in breezy weather!!,positive
Check?in took 5 minutes and the e?bike had wobbly wheel.,negative
Booking was super convenient on the river trail.,positive
Loved the hybrid bike for 2 hours; team (Jordan) was super helpful.,positive
The kiosk was down and support (Harper) wasn’t helpful…,negative
Really enjoyed the mountain bike for 30 minutes; team (Blake) was super helpful.,positive
Rental was typical; got a cargo bike for 30 minutes.,neutral
Rental was standard; got a mountain bike for 2 hours.,neutral
Rental was plain; got a mountain bike for 90 minutes.,neutral
Check?in took 20 minutes and the kids' bike had sticky shifter…,negative
Rental was adequate; got a kids' bike for the afternoon.,neutral
Check?in took 10 minutes and the road bike had flat tire!,negative
Loved the folding bike for most of the day; staff (Casey) was super helpful!,positive
Rental was fine; got a gravel bike for 30 minutes.,neutral
The app kept crashing and support (Blake) wasn’t helpful.,negative
Picked up on late evening and everything was ready. Great value and friendly service!!,positive
The QR code wouldn’t scan and support (Sage) wasn’t helpful…,negative
Check?in took 15 minutes and the e?bike had loose pedal.,negative
Really enjoyed the hybrid bike for all morning; staff (Tatum) was super helpful.,positive
Hidden fees at pickup; felt overpriced overall.,negative
Maps were outdated and sent us off route near the botanical garden path.,negative
Check?in took 15 minutes and the gravel bike had battery cutting out.,negative
Rental was ordinary; got a hybrid bike for 30 minutes.,neutral
Bike felt poorly maintained: misaligned handlebars; cut our ride short!,negative
Rental was fine; got a mountain bike for the afternoon.,neutral
The app kept crashing and support (Jamie) wasn’t helpful.,negative
Rental was adequate; got a tandem bike for all morning.,neutral
Booking was well organized on the boardwalk  in cloudy weather!!,positive
The QR code wouldn’t scan and support (Dakota) wasn’t helpful.,negative
Picked up on Monday morning and everything was ready. Great value and friendly service!!,positive
Rental was straightforward; got a road bike for all morning.,neutral
Check?in took 10 minutes and the mountain bike had sticky shifter!,negative
Really enjoyed the city cruiser for three hours; team (Avery) was super helpful!!,positive
Rental was typical; got a road bike for the afternoon.,neutral
Hidden fees at pickup; felt unacceptable overall.,negative
Check?in took 15 minutes and the city cruiser had squeaky gears…,negative
The QR code wouldn’t scan and support (Logan) wasn’t helpful.,negative
Booking was seamless —the cargo bike rode great on the canal path!,positive
Really enjoyed the e?bike for the afternoon; staff (Skyler) was super helpful.,positive
The reservation didn’t sync and support (Hayden) wasn’t helpful…,negative
Rental was fine; got a mountain bike for most of the day.,neutral
Helmet and mirror included; small details made a big difference!!,positive
Check?in took 10 minutes and the gravel bike had squeaky gears…,negative
Booking was excellent —the city cruiser rode great on the lakeside path  in cloudy weather.,positive
Really enjoyed the gravel bike for most of the day; staff (Cameron) was super helpful.,positive
Loved the kids' bike for the afternoon; staff (Sydney) was super helpful!,positive
Bike felt poorly maintained: squeaky gears; cut our ride short…,negative
Booking was top?notch on the university district  in hot weather!!,positive
Rental was basic; got a road bike for half a day.,neutral
Rental was predictable; got a gravel bike for 30 minutes.,neutral
Picked up on Tuesday afternoon and everything was ready  with a puncture kit. Great value and friendly service.,positive
Unexpected charges at pickup; felt overpriced overall.,negative
Rental was ordinary; got a cargo bike for 90 minutes.,neutral
Too expensive for the quality; value just isn’t there!,negative
Check?in took 15 minutes and the cargo bike had battery cutting out…,negative
Check?in took 15 minutes and the hybrid bike had loose pedal…,negative
Booking was super convenient —the road bike rode great on the greenway  in humid weather!,positive
Rental was straightforward; got a city cruiser for all morning.,neutral
Reservation didn’t match what we received—requested a folding bike but got something else.,negative
Booking was quick —the hybrid bike rode great on the botanical garden path.,positive
Booking was quick —the road bike rode great on the river trail!,positive
The app kept crashing and support (Jordan) wasn’t helpful…,negative
Really enjoyed the e?bike for 90 minutes; staff (Blake) was super helpful.,positive
Rental was standard; got a e?bike for the afternoon.,neutral
Check?in took 5 minutes and the kids' bike had misaligned handlebars…,negative
The payment screen froze and support (Riley) wasn’t helpful!,negative
Really enjoyed the e?bike for most of the day; staff (Emerson) was super helpful!!,positive
Bike quality was excellent and check?in took about 15 minutes.,positive
Booking was super convenient —the e?bike rode great on the university district  in hot weather!!,positive
Loved the tandem bike for 45 minutes; team (Riley) was super helpful!,positive
The QR code wouldn’t scan and support (Charlie) wasn’t helpful.,negative
Booking was excellent —the kids' bike rode great on the river trail  in humid weather.,positive
Check?in took 15 minutes and the cargo bike had flat tire.,negative
The app kept crashing and support (Rory) wasn’t helpful…,negative
Reservation didn’t match what we received—requested a e?bike but got something else.,negative
Maps were outdated and sent us off route near the old town!,negative
Check?in took 5 minutes and the tandem bike had squeaky gears…,negative
Check?in took 20 minutes and the city cruiser had battery cutting out!,negative
Booking was seamless —the road bike rode great on the downtown loop!,positive
Really enjoyed the mountain bike for 90 minutes; staff (Sam) was super helpful!!,positive
Loved the e?bike for 2 hours; staff (Jordan) was super helpful!,positive
Loved the city cruiser for most of the day; staff (Hayden) was super helpful!!,positive
Booking was top?notch —the city cruiser rode great on the lakeside path  in hot weather!!,positive
Booking was super convenient on the botanical garden path  in hot weather!,positive
Really enjoyed the folding bike for 90 minutes; staff (Sydney) was super helpful.,positive
Really enjoyed the kids' bike for three hours; team (Sam) was super helpful!!,positive
"Clear pricing, easy app, and comfy seat!",positive
Picked up on Wednesday evening and everything was ready  with a rear rack. Great value and friendly service!,positive
Reservation didn’t match what we received—requested a road bike but got something else!,negative
Booking was super convenient —the kids' bike rode great on the downtown loop  in overcast weather.,positive
Rental was fine; got a e?bike for three hours.,neutral
Rental was predictable; got a hybrid bike for 2 hours.,neutral
Loved the folding bike for all morning; staff (Alex) was super helpful.,positive
The payment screen froze and support (Sage) wasn’t helpful!,negative
Really enjoyed the gravel bike for an hour; staff (Riley) was super helpful!!,positive
Rental was straightforward; got a hybrid bike for most of the day.,neutral
Helmet and helmet included; small details made a big difference.,positive
Rental was basic; got a mountain bike for most of the day.,neutral
Check?in took half an hour and the road bike had soft brakes…,negative
The app kept crashing and support (Logan) wasn’t helpful…,negative
Check?in took 10 minutes and the city cruiser had soft brakes…,negative
Really enjoyed the city cruiser for 45 minutes; team (Charlie) was super helpful.,positive
Unexpected charges at pickup; felt messy overall!,negative
Rental was plain; got a mountain bike for most of the day.,neutral
Rental was ordinary; got a mountain bike for half a day.,neutral
The reservation didn’t sync and support (Charlie) wasn’t helpful.,negative
Rental was fine; got a e?bike for all morning.,neutral
Rental was average; got a hybrid bike for half a day.,neutral
Rental was average; got a e?bike for 2 hours.,neutral
Rental was typical; got a mountain bike for half a day.,neutral
Hidden fees at pickup; felt confusing overall…,negative
Loved the road bike for most of the day; staff (Elliot) was super helpful.,positive
Rental was typical; got a road bike for 2 hours.,neutral
Picked up on early morning and everything was ready  with a bell. Great value and friendly service.,positive
Loved the city cruiser for most of the day; staff (Sam) was super helpful.,positive
Check?in took half an hour and the gravel bike had loose pedal.,negative
Too pricey for the quality; wouldn’t recommend!,negative
The app kept crashing and support (Rory) wasn’t helpful!,negative
Rental was adequate; got a tandem bike for 90 minutes.,neutral
Booking was top?notch on the downtown loop  in overcast weather.,positive
Rental was plain; got a city cruiser for most of the day.,neutral
Picked up on Tuesday afternoon and everything was ready  with a phone mount. Great value and friendly service!,positive
Booking was fantastic —the folding bike rode great on the downtown loop  in mild weather.,positive
Really enjoyed the folding bike for 90 minutes; team (Emerson) was super helpful!!,positive
The app kept crashing and support (Sam) wasn’t helpful!,negative
Rental was typical; got a hybrid bike for an hour.,neutral
Picked up on Tuesday afternoon and everything was ready  with a helmet. Great value and friendly service!!,positive
Rental was average; got a hybrid bike for 30 minutes.,neutral
Rental was fine; got a tandem bike for 30 minutes.,neutral
Rental was basic; got a road bike for an hour.,neutral
Rental was standard; got a tandem bike for most of the day.,neutral
The kiosk was down and support (Taylor) wasn’t helpful…,negative
Rental was standard; got a folding bike for half a day.,neutral
Check?in took 5 minutes and the road bike had misaligned handlebars…,negative
Really enjoyed the tandem bike for half a day; team (Hayden) was super helpful.,positive
Check?in took 5 minutes and the folding bike had sticky shifter!,negative
Rental was straightforward; got a mountain bike for an hour.,neutral
Picked up near the downtown loop; bikes matched the listing.,neutral
Booking was quick —the e?bike rode great on the university district.,positive
Rental was standard; got a mountain bike for 90 minutes.,neutral
The website timed out and support (Alex) wasn’t helpful.,negative
Loved the tandem bike for the afternoon; team (Cameron) was super helpful.,positive
The payment screen froze and support (Finley) wasn’t helpful.,negative
Rental was fine; got a cargo bike for half a day.,neutral
The reservation didn’t sync and support (Reese) wasn’t helpful…,negative
The QR code wouldn’t scan and support (Charlie) wasn’t helpful…,negative
The kids' bike fit perfectly; sizing guidance was spot on!,positive
Rental was predictable; got a gravel bike for most of the day.,neutral
Check?in took 10 minutes and the city cruiser had battery cutting out!,negative
Really enjoyed the cargo bike for all morning; team (Emerson) was super helpful.,positive
Loved the mountain bike for 90 minutes; team (Casey) was super helpful.,positive
Rental was predictable; got a kids' bike for 30 minutes.,neutral
Check?in took 20 minutes and the e?bike had flat tire…,negative
The reservation didn’t sync and support (Blake) wasn’t helpful.,negative
Check?in took almost an hour and the gravel bike had wobbly wheel.,negative
The website timed out and support (Finley) wasn’t helpful!,negative
Loved the city cruiser for most of the day; staff (Blake) was super helpful!,positive
Rental was adequate; got a cargo bike for the afternoon.,neutral
Booking was seamless —the mountain bike rode great on the lakeside path  in hot weather.,positive
Rental was adequate; got a gravel bike for 2 hours.,neutral
Check?in took 10 minutes and the e?bike had loose pedal.,negative
Picked up on early morning and everything was ready  with a mirror. Great value and friendly service!,positive
Rental was typical; got a kids' bike for all morning.,neutral
Rental was fine; got a road bike for an hour.,neutral
Picked up on Saturday morning and everything was ready  with a bell. Great value and friendly service!,positive
Rental was standard; got a e?bike for 30 minutes.,neutral
Rental was adequate; got a tandem bike for the afternoon.,neutral
Rental was fine; got a hybrid bike for the afternoon.,neutral
Rental was typical; got a kids' bike for an hour.,neutral
The reservation didn’t sync and support (Avery) wasn’t helpful!,negative
Rental was predictable; got a folding bike for an hour.,neutral
Check?in took half an hour and the cargo bike had battery cutting out…,negative
Rental was fine; got a kids' bike for all morning.,neutral
Reservation didn’t match what we received—requested a e?bike but got something else!,negative
Loved the tandem bike for 45 minutes; team (Alex) was super helpful!,positive
Check?in took almost an hour and the road bike had sticky shifter.,negative
Maps were outdated and sent us off route near the lakeside path.,negative
Check?in took 15 minutes and the mountain bike had badly adjusted seat…,negative
Booking was excellent on the botanical garden path  in mild weather!,positive
Rental was straightforward; got a city cruiser for 45 minutes.,neutral
"Clear pricing, easy app, and comfy seat —even on the boardwalk!!",positive
The kiosk was down and support (Cameron) wasn’t helpful.,negative
Rental was ordinary; got a e?bike for most of the day.,neutral
Store opened late on Monday; wasted time waiting around.,negative
Hidden fees at pickup; felt slow overall!,negative
Booking was quick —the gravel bike rode great on the boardwalk  in humid weather!,positive
Loved the e?bike for three hours; staff (Quinn) was super helpful!!,positive
Reservation didn’t match what we received—requested a road bike but got something else.,negative
Picked up on Saturday morning and everything was ready. Great value and friendly service.,positive
Too pricey for the quality; value just isn’t there!,negative
Loved the kids' bike for three hours; staff (Alex) was super helpful!!,positive
Check?in took 20 minutes and the mountain bike had loose pedal.,negative
Rental was basic; got a kids' bike for the afternoon.,neutral
Bike felt poorly maintained: soft brakes; cut our ride short!,negative
Picked up on late evening and everything was ready  with a phone mount. Great value and friendly service.,positive
The QR code wouldn’t scan and support (Sydney) wasn’t helpful.,negative
Loved the tandem bike for all morning; staff (Taylor) was super helpful!,positive
Helmet and bell included; small details made a big difference!,positive
Maps were outdated and sent us off route near the city park…,negative
Check?in took 15 minutes and the mountain bike had slipping chain…,negative
Check?in took 15 minutes and the hybrid bike had badly adjusted seat…,negative
The app kept crashing and support (Sam) wasn’t helpful…,negative
Really enjoyed the tandem bike for most of the day; staff (Drew) was super helpful!!,positive
The QR code wouldn’t scan and support (Drew) wasn’t helpful.,negative
Rental was ordinary; got a city cruiser for an hour.,neutral
Check?in took half an hour and the cargo bike had squeaky gears!,negative
Check?in took 5 minutes and the mountain bike had flat tire…,negative
Booking was seamless —the folding bike rode great on the botanical garden path!!,positive
Check?in took almost an hour and the road bike had sticky shifter!,negative
The reservation didn’t sync and support (Drew) wasn’t helpful!,negative
Loved the cargo bike for most of the day; team (Sam) was super helpful.,positive
Bike quality was excellent and check?in took about 15 minutes (as advertised).,positive
Loved the gravel bike for 90 minutes; staff (Cameron) was super helpful.,positive
The QR code wouldn’t scan and support (Sage) wasn’t helpful!,negative
Check?in took almost an hour and the hybrid bike had soft brakes.,negative
Check?in took 15 minutes and the gravel bike had misaligned handlebars.,negative
Booking was excellent on the city park!!,positive
Rental was plain; got a mountain bike for half a day.,neutral
Rental was predictable; got a kids' bike for the afternoon.,neutral
Booking was well organized —the hybrid bike rode great on the city park!,positive
Bike felt poorly maintained: loose pedal; cut our ride short.,negative
"Clear pricing, easy app, and comfy seat —even on the botanical garden path!",positive
Booking was stress?free —the kids' bike rode great on the canal path!,positive
Rental was predictable; got a city cruiser for 45 minutes.,neutral
Deposit took too long to release back to my card…,negative
Rental was fine; got a cargo bike for 45 minutes.,neutral
The reservation didn’t sync and support (Logan) wasn’t helpful.,negative
Really enjoyed the kids' bike for an hour; staff (Logan) was super helpful!!,positive
Really enjoyed the gravel bike for the afternoon; team (Skyler) was super helpful.,positive
Picked up near the university district; bikes matched the listing.,neutral
Rental was plain; got a cargo bike for 30 minutes.,neutral
Picked up on early morning and everything was ready  with a mirror. Great value and friendly service.,positive
Rental was standard; got a gravel bike for 2 hours.,neutral
Rental was fine; got a e?bike for 90 minutes.,neutral
The tandem bike fit perfectly; sizing guidance was spot on!!,positive
Rental was straightforward; got a tandem bike for the afternoon.,neutral
Check?in took 20 minutes and the mountain bike had sticky shifter!,negative
Rental was ordinary; got a folding bike for 90 minutes.,neutral
Rental was adequate; got a city cruiser for all morning.,neutral
Loved the city cruiser for all morning; team (Logan) was super helpful.,positive
Rental was average; got a folding bike for all morning.,neutral
Check?in took 10 minutes and the gravel bike had loose pedal…,negative
Loved the kids' bike for all morning; team (Jordan) was super helpful!!,positive
Rental was plain; got a folding bike for the afternoon.,neutral
Picked up on Thursday at lunch and everything was ready  with a lock. Great value and friendly service.,positive
Loved the folding bike for 30 minutes; team (Harper) was super helpful!,positive
Really enjoyed the folding bike for most of the day; team (Quinn) was super helpful!!,positive
The kiosk was down and support (Finley) wasn’t helpful…,negative
Rental was adequate; got a folding bike for all morning.,neutral
Picked up on Monday morning and everything was ready  with a lights. Great value and friendly service!!,positive
Check?in took 10 minutes and the cargo bike had badly adjusted seat.,negative
Rental was basic; got a folding bike for half a day.,neutral
Loved the road bike for three hours; staff (Hayden) was super helpful!!,positive
Check?in took 5 minutes and the kids' bike had flat tire…,negative
The reservation didn’t sync and support (Morgan) wasn’t helpful!,negative
Check?in took 5 minutes and the cargo bike had slipping chain!,negative
The reservation didn’t sync and support (Sydney) wasn’t helpful…,negative
Booking was top?notch —the folding bike rode great on the river trail  in cloudy weather.,positive
Rental was standard; got a folding bike for all morning.,neutral
Check?in took almost an hour and the gravel bike had battery cutting out.,negative
Rental was predictable; got a gravel bike for three hours.,neutral
